time,target,feedback,amp,freq,error
54.96111297607422,300.0,291.38,39,66,8.620000000000005
59.169880390167236,300.0,289.005,39,66,10.995000000000005
63.473453760147095,300.0,288.535,39,66,11.464999999999975
67.66581916809082,300.0,289.74249999999995,39,66,10.25750000000005
71.93885254859924,300.0,290.63,39,66,9.370000000000005
76.1632387638092,300.0,290.0675,39,66,9.932500000000005
80.3548755645752,300.0,289.7875,39,66,10.212499999999977
84.56391906738281,300.0,290.43,39,66,9.569999999999993
88.80433440208435,300.0,289.605,39,66,10.394999999999982
93.05992817878723,300.0,290.15749999999997,39,66,9.84250000000003
97.30074524879456,300.0,287.8725,39,66,12.127499999999998
101.54123830795288,300.0,289.15,39,66,10.850000000000023
105.7978880405426,300.0,288.91999999999996,39,66,11.080000000000041
110.06901335716248,300.0,288.97999999999996,39,66,11.020000000000039
114.27783465385437,300.0,289.4875,39,66,10.512499999999989
118.47051334381104,300.0,291.3625,39,66,8.637499999999989
122.69514608383179,300.0,291.5675,39,66,8.432500000000005
time,target,feedback,amp,freq,error
4.105613470077515,300.0,9.959999999999999,19,30,290.04
8.329684019088745,300.0,81.8,35,54,218.2
12.521554231643677,300.0,263.505,37,60,36.495000000000005
16.71399736404419,300.0,289.90250000000003,37,60,10.097499999999968
20.922443151474,300.0,288.9375,37,60,11.0625
25.14785408973694,300.0,288.35999999999996,37,60,11.640000000000043
29.35530710220337,300.0,288.7425,37,60,11.257499999999993
33.54775810241699,300.0,288.73249999999996,37,60,11.267500000000041
37.756818532943726,300.0,288.60749999999996,37,60,11.392500000000041
41.99656128883362,300.0,288.635,37,60,11.365000000000009
46.205148696899414,300.0,288.4625,37,60,11.537500000000023
50.42939782142639,300.0,288.82,37,60,11.180000000000007
54.6378333568573,300.0,288.48249999999996,37,60,11.517500000000041
58.81433629989624,300.0,288.7,37,60,11.300000000000011
63.02282929420471,300.0,288.6975,37,60,11.302500000000009
67.23129320144653,300.0,288.825,37,60,11.175000000000011
71.45534873008728,300.0,288.82,37,60,11.180000000000007
75.7275173664093,300.0,288.5025,37,60,11.497500000000002
79.90464854240417,300.0,288.6875,37,60,11.3125
84.09578680992126,300.0,288.575,37,60,11.425000000000011
88.25756573677063,300.0,288.8375,37,60,11.162500000000023
92.5130500793457,300.0,288.5425,37,60,11.457499999999982
96.72158336639404,300.0,288.8675,37,60,11.132499999999993
100.91401481628418,300.0,288.54,37,60,11.45999999999998
105.12263560295105,300.0,288.54749999999996,37,60,11.452500000000043
109.31472826004028,300.0,288.72999999999996,37,60,11.270000000000039
113.49141764640808,300.0,288.90749999999997,37,60,11.09250000000003
117.71589255332947,300.0,288.64750000000004,37,60,11.352499999999964
121.94020318984985,300.0,288.3,37,60,11.699999999999989
time,target,feedback,amp,freq,error
4.098438501358032,300.0,9.680000000000001,19,30,290.32
8.322557926177979,300.0,77.455,35,54,222.54500000000002
12.499271392822266,300.0,263.985,37,60,36.014999999999986
16.739039659500122,300.0,289.53499999999997,37,60,10.465000000000032
20.931716680526733,300.0,289.07,37,60,10.930000000000007
25.155967235565186,300.0,288.86499999999995,37,60,11.135000000000048
29.380059719085693,300.0,278.665,38,60,21.33499999999998
33.572993516922,300.0,286.43749999999994,38,60,13.562500000000057
37.82958912849426,300.0,284.4975,39,60,15.502499999999998
42.037516355514526,300.0,300.0875,39,60,-0.08749999999997726
time,target,feedback,amp,freq,error
4.171656608581543,200.0,-3.2625,0,6,203.2625
8.396257877349854,200.0,-3.065,0,12,203.065
12.620573997497559,200.0,-2.91,0,18,202.91
16.84447979927063,200.0,-2.8550000000000004,0,24,202.855
21.037127017974854,200.0,-2.81,0,30,202.81
25.24514651298523,200.0,-2.7975000000000003,0,36,202.7975
29.50229263305664,200.0,-2.7775,0,42,202.7775
33.75906300544739,200.0,-2.8525,0,48,202.8525
38.01551389694214,200.0,-2.8649999999999998,0,54,202.865
42.30330014228821,200.0,-2.7125,0,60,202.7125
46.54401445388794,200.0,-2.6975000000000002,0,66,202.6975
50.78467082977295,200.0,-2.745,0,72,202.745
time,target,feedback,amp,freq,error
4.129634380340576,200.0,-3.2600000000000002,2,6,203.26
8.370140552520752,200.0,-2.8325,4,12,202.8325
12.609880924224854,200.0,-2.2125,6,18,202.2125
16.851211071014404,200.0,0.8975000000000002,7,24,199.1025
21.059247255325317,200.0,3.2075000000000005,8,30,196.7925
25.330888032913208,200.0,4.645,9,36,195.355
29.556045055389404,200.0,7.864999999999999,10,42,192.135
33.84459042549133,200.0,15.797500000000003,11,48,184.2025
38.116291761398315,200.0,17.81,12,54,182.19
time,target,feedback,amp,freq,error
4.1683149337768555,200.0,-4.025,10,18,204.025
8.393325328826904,200.0,7.7875,19,36,192.2125
12.64925479888916,200.0,49.97,26,54,150.03
16.85747218132019,200.0,119.475,30,60,80.525
21.130276679992676,200.0,158.685,32,66,41.315
25.37022614479065,200.0,176.10250000000002,33,66,23.89749999999998
29.595504999160767,200.0,190.1175,33,66,9.882499999999993
33.83577561378479,200.0,188.16,33,66,11.840000000000003
38.06037950515747,200.0,189.5925,33,66,10.407499999999999
42.3320894241333,200.0,190.2675,33,66,9.732499999999987
46.589335441589355,200.0,188.82750000000001,33,66,11.172499999999985
50.87804293632507,200.0,188.675,33,66,11.324999999999989
55.16638374328613,200.0,188.405,33,66,11.594999999999999
59.3902325630188,200.0,187.845,33,66,12.155000000000001
time,target,feedback,amp,freq,error
4.131776332855225,200.0,-3.88,10,18,203.88
8.355391502380371,200.0,5.7675,19,36,194.2325
12.612097263336182,200.0,50.1325,26,48,149.8675
16.852822303771973,200.0,120.87750000000001,29,54,79.12249999999999
21.093865633010864,200.0,149.34250000000003,31,60,50.65749999999997
25.317267656326294,200.0,166.07,32,66,33.93000000000001
29.54256534576416,200.0,176.9525,33,66,23.047500000000014
33.83106541633606,200.0,188.8825,33,66,11.117500000000007
38.07119584083557,200.0,189.26749999999998,33,66,10.732500000000016
42.31163287162781,200.0,187.47750000000002,33,66,12.52249999999998
46.567771911621094,200.0,187.8,33,66,12.199999999999989
50.80868101119995,200.0,190.7175,33,66,9.282499999999999
55.00050759315491,200.0,189.5875,33,66,10.412499999999994
59.17767882347107,200.0,188.73,33,66,11.27000000000001
63.43371820449829,200.0,189.435,33,66,10.564999999999998
67.64221048355103,200.0,189.30749999999998,33,66,10.692500000000024
71.89947009086609,200.0,188.615,33,66,11.384999999999991
76.09158992767334,200.0,188.145,33,66,11.85499999999999
80.30033445358276,200.0,187.6975,33,66,12.302500000000009
84.54057145118713,200.0,189.4075,33,66,10.592500000000001
88.7324481010437,200.0,188.47,33,66,11.530000000000001
92.94150114059448,200.0,189.16500000000002,33,66,10.83499999999998
97.18232369422913,200.0,187.99,33,66,12.009999999999991
101.4227831363678,200.0,188.76999999999998,33,66,11.230000000000018
105.63037252426147,200.0,189.17000000000002,33,66,10.829999999999984
109.85547113418579,200.0,187.9975,33,66,12.002499999999998
114.07982730865479,200.0,189.0875,33,66,10.912499999999994
118.30431866645813,200.0,187.9775,33,66,12.022500000000008
122.4969334602356,200.0,189.615,33,66,10.384999999999991
time,target,feedback,amp,freq,error
4.089393854141235,200.0,-3.8025000000000007,14,18,203.8025
8.345236778259277,200.0,17.64,26,36,182.36
12.586240530014038,200.0,102.505,32,48,97.495
16.826740264892578,200.0,183.4975,33,48,16.502499999999998
21.067293882369995,200.0,196.45999999999998,33,48,3.5400000000000205
25.323743104934692,200.0,195.2575,33,48,4.742500000000007
29.564180850982666,200.0,195.20499999999998,33,48,4.795000000000016
33.81975793838501,200.0,194.6,33,48,5.400000000000006
38.09305953979492,200.0,195.28000000000003,33,48,4.71999999999997
42.34957504272461,200.0,194.2325,33,48,5.7675000000000125
46.54248380661011,200.0,194.17249999999999,33,48,5.827500000000015
50.84588289260864,200.0,194.6,33,48,5.400000000000006
55.07105875015259,200.0,194.3375,33,48,5.662499999999994
59.295077085494995,200.0,194.22750000000002,33,48,5.7724999999999795
63.4877712726593,200.0,194.67,33,48,5.3300000000000125
67.72825074195862,200.0,193.8775,33,48,6.122500000000002
71.93678426742554,200.0,194.5375,33,48,5.462500000000006
76.1292371749878,200.0,194.6075,33,48,5.3925000000000125
80.41784977912903,200.0,193.89499999999998,33,48,6.105000000000018
84.69053792953491,200.0,194.7875,33,48,5.212500000000006
88.89830231666565,200.0,195.09,33,48,4.909999999999997
93.1869330406189,200.0,193.9875,33,48,6.012499999999989
97.4269003868103,200.0,194.6125,33,48,5.387499999999989
101.68471598625183,200.0,195.7425,33,48,4.257499999999993
105.9402105808258,200.0,194.45499999999998,33,48,5.545000000000016
110.19679808616638,200.0,195.0575,33,48,4.9424999999999955
114.45360517501831,200.0,195.24,33,48,4.759999999999991
118.72587156295776,200.0,194.225,33,48,5.775000000000006
122.96564102172852,200.0,194.92000000000002,33,48,5.079999999999984
time,target,feedback,amp,freq,error
4.113573312759399,200.0,-3.585,14,18,203.585
8.337945938110352,200.0,17.540000000000003,26,36,182.46
12.513928651809692,200.0,109.585,32,48,90.415
16.754602193832397,200.0,185.53249999999997,33,48,14.46750000000003
20.947046995162964,200.0,197.315,33,48,2.6850000000000023
25.219640731811523,200.0,197.0725,33,48,2.927500000000009
29.427627325057983,200.0,196.575,33,48,3.4250000000000114
33.68475532531738,200.0,195.7125,33,48,4.287499999999994
37.94069194793701,200.0,196.1975,33,48,3.802500000000009
42.22917604446411,200.0,195.91,33,48,4.090000000000003
46.48491716384888,200.0,195.7775,33,48,4.222499999999997
50.69412970542908,200.0,196.15,33,48,3.8499999999999943
54.90270471572876,200.0,195.5625,33,48,4.4375
59.12661695480347,200.0,195.07,33,48,4.930000000000007
63.3353750705719,200.0,195.5225,33,48,4.477499999999992
67.60758852958679,200.0,195.4925,33,48,4.507499999999993
71.83289408683777,200.0,195.55749999999998,33,48,4.442500000000024
76.05668997764587,200.0,195.745,33,48,4.2549999999999955
80.31338787078857,200.0,195.92000000000002,33,48,4.079999999999984
84.57002830505371,200.0,195.6975,33,48,4.302500000000009
88.84231352806091,200.0,196.675,33,48,3.3249999999999886
93.09894227981567,200.0,196.36249999999998,33,48,3.637500000000017
97.30701160430908,200.0,196.1375,33,48,3.8625000000000114
101.54796648025513,200.0,196.97750000000002,33,48,3.0224999999999795
105.78760766983032,200.0,197.69,33,48,2.3100000000000023
110.01188588142395,200.0,196.325,33,48,3.6750000000000114
114.20455837249756,200.0,196.77249999999998,33,48,3.2275000000000205
118.47679495811462,200.0,197.28000000000003,33,48,2.7199999999999704
122.74962663650513,200.0,196.55,33,48,3.4499999999999886
time,target,feedback,amp,freq,error
4.119052886962891,200.0,-3.4200000000000004,14,18,203.42
8.375916957855225,200.0,19.869999999999997,26,36,180.13
12.64831018447876,200.0,113.755,32,42,86.245
16.905219554901123,200.0,176.75,33,42,23.25
21.161789178848267,200.0,197.07,33,42,2.930000000000007
25.41758704185486,200.0,190.0725,33,42,9.927500000000009
29.657678604125977,200.0,194.66500000000002,33,42,5.3349999999999795
33.866551637649536,200.0,191.66500000000002,33,42,8.33499999999998
38.08961057662964,200.0,195.76500000000001,33,42,4.234999999999985
42.36361026763916,200.0,196.57750000000001,33,42,3.422499999999985
46.63604426383972,200.0,180.48,34,42,19.52000000000001
50.876829862594604,200.0,181.48250000000002,35,42,18.517499999999984
55.100290298461914,200.0,203.34249999999997,35,42,-3.3424999999999727
59.35758113861084,200.0,203.81,35,42,-3.8100000000000023
63.5974760055542,200.0,211.075,34,42,-11.074999999999989
time,target,feedback,amp,freq,error
4.110057353973389,200.0,-3.8875,14,18,203.8875
8.382842540740967,200.0,14.1775,27,36,185.8225
12.623361587524414,200.0,117.17249999999999,32,42,82.82750000000001
16.847962856292725,200.0,174.93,33,42,25.069999999999993
21.071863651275635,200.0,197.91750000000002,33,42,2.082499999999982
25.296507596969604,200.0,190.10999999999999,33,42,9.890000000000015
29.552892446517944,200.0,191.73,33,42,8.27000000000001
33.777734994888306,200.0,191.92,33,42,8.080000000000013
38.0021014213562,200.0,187.60500000000002,33,42,12.394999999999982
42.24262571334839,200.0,182.315,34,42,17.685000000000002
46.53038501739502,200.0,192.58250000000004,34,42,7.417499999999961
50.73972415924072,200.0,204.125,34,42,-4.125
54.96412396430969,200.0,193.2875,34,42,6.712500000000006
59.23617172241211,200.0,206.05749999999998,33,42,-6.057499999999976
63.47651553153992,200.0,188.7425,33,42,11.257499999999993
time,target,feedback,amp,freq,error
4.14406943321228,200.0,-3.9099999999999993,10,18,203.91
8.36869215965271,200.0,8.36,19,36,191.64
12.592837572097778,200.0,55.3275,26,48,144.6725
16.815942764282227,200.0,123.55499999999999,29,54,76.44500000000001
21.072471618652344,200.0,152.235,31,60,47.764999999999986
25.280445337295532,200.0,168.65249999999997,32,66,31.347500000000025
29.552002668380737,200.0,177.975,33,66,22.025000000000006
33.791927337646484,200.0,192.7075,33,66,7.29249999999999
38.03211164474487,200.0,191.8875,33,66,8.112500000000011
42.320382833480835,200.0,192.0375,33,66,7.962500000000006
46.52816843986511,200.0,189.67000000000002,33,66,10.329999999999984
50.72004818916321,200.0,193.26999999999998,33,66,6.730000000000018
54.991337060928345,200.0,189.465,33,66,10.534999999999997
59.247695207595825,200.0,189.625,33,66,10.375
63.50365447998047,200.0,192.64749999999998,33,66,7.3525000000000205
time,target,feedback,amp,freq,error
4.114239454269409,200.0,-3.6475,12,18,203.6475
8.370234727859497,200.0,9.475,23,36,190.525
12.626005172729492,200.0,85.5925,29,48,114.4075
16.897998809814453,200.0,151.84250000000003,31,54,48.15749999999997
21.137856483459473,200.0,169.91,32,60,30.090000000000003
25.362016439437866,200.0,181.19750000000002,33,60,18.80249999999998
29.60176181793213,200.0,194.1075,33,60,5.8925000000000125
33.8416485786438,200.0,194.98250000000002,33,60,5.017499999999984
38.081533670425415,200.0,193.9925,33,60,6.007499999999993
42.30574107170105,200.0,193.9425,33,60,6.0575000000000045
46.56155753135681,200.0,194.905,33,60,5.094999999999999
50.83277463912964,200.0,194.27,33,60,5.72999999999999
55.10648202896118,200.0,193.84500000000003,33,60,6.154999999999973
59.39322018623352,200.0,194.99,33,60,5.009999999999991
63.64889621734619,200.0,194.45250000000001,33,60,5.547499999999985
time,target,feedback,amp,freq,error
4.128984689712524,200.0,-3.5524999999999998,16,18,203.5525
8.385807514190674,200.0,23.9275,30,36,176.0725
12.625420570373535,200.0,161.705,33,42,38.29499999999999
16.8493230342865,200.0,193.89749999999998,33,42,6.1025000000000205
21.073526620864868,200.0,189.6225,33,42,10.377499999999998
25.36140251159668,200.0,190.59,33,42,9.409999999999997
29.585282802581787,200.0,197.7375,33,42,2.2624999999999886
33.90505385398865,200.0,189.85250000000002,33,42,10.14749999999998
38.177074670791626,200.0,198.1375,33,42,1.8625000000000114
42.43268656730652,200.0,191.8075,33,42,8.192499999999995
46.68875813484192,200.0,186.54500000000002,34,42,13.454999999999984
50.99266171455383,200.0,194.6,34,42,5.400000000000006
55.26441979408264,200.0,197.3025,34,42,2.697499999999991
59.56800627708435,200.0,203.8675,34,42,-3.867500000000007
63.824005365371704,200.0,198.315,34,42,1.6850000000000023
time,target,feedback,amp,freq,error
4.12410044670105,200.0,-3.8299999999999996,0,6,203.83
8.396660566329956,200.0,-3.685,0,12,203.685
12.620110750198364,200.0,-3.62,0,18,203.62
16.923600435256958,200.0,-3.5625,0,24,203.5625
time,target,feedback,amp,freq,error
4.148414850234985,200.0,-3.5675,4,6,203.5675
8.419291257858276,200.0,-1.9475000000000002,8,12,201.9475
12.676350116729736,200.0,0.9199999999999997,11,18,199.08
16.93131375312805,200.0,10.685,14,24,189.315
21.20326566696167,200.0,24.9425,17,30,175.0575
25.44271755218506,200.0,42.4375,20,36,157.5625
29.762632369995117,200.0,60.7875,22,42,139.2125
34.03420114517212,200.0,79.0775,24,48,120.9225
38.338173627853394,200.0,99.9275,26,54,100.0725
42.6253764629364,200.0,121.69500000000001,27,60,78.30499999999999
46.91359806060791,200.0,138.35,28,60,61.650000000000006
51.152318239212036,200.0,151.69,28,60,48.31
55.4096302986145,200.0,150.3825,28,60,49.61750000000001
59.64899969100952,200.0,149.9775,29,60,50.02250000000001
63.935791969299316,200.0,164.1375,29,60,35.86250000000001
time,target,feedback,amp,freq,error
4.1336588859558105,200.0,-3.6925,6,6,203.6925
8.421403408050537,200.0,-1.6875,12,12,201.6875
12.692853212356567,200.0,5.175,17,18,194.825
16.981524229049683,200.0,32.7725,22,24,167.2275
21.300947189331055,200.0,73.1875,25,30,126.8125
25.573366403579712,200.0,107.845,27,36,92.155
29.79663872718811,200.0,116.92249999999999,29,42,83.07750000000001
34.05333065986633,200.0,136.37,30,42,63.629999999999995
38.35635185241699,200.0,153.56,31,42,46.44
42.580456256866455,200.0,162.04,32,42,37.96000000000001
46.83608913421631,200.0,179.67249999999999,32,42,20.327500000000015
51.07531428337097,200.0,175.65,32,42,24.349999999999994
55.34677505493164,200.0,181.0225,32,42,18.977499999999992
59.6182074546814,200.0,176.3425,32,42,23.6575
63.89034867286682,200.0,171.075,32,42,28.92500000000001
time,target,feedback,amp,freq,error
4.142009496688843,200.0,-3.6774999999999998,6,6,203.6775
8.430031299591064,200.0,-1.24,12,12,201.24
12.700830221176147,200.0,6.095,17,18,193.905
17.005042552947998,200.0,29.002499999999998,22,24,170.9975
21.292434215545654,200.0,83.80250000000001,25,30,116.19749999999999
25.61233925819397,200.0,105.28000000000002,27,36,94.71999999999998
29.88360071182251,200.0,108.57750000000001,29,42,91.42249999999999
34.18678569793701,200.0,146.55,30,42,53.44999999999999
38.50740671157837,200.0,153.815,31,42,46.185
42.76273989677429,200.0,165.28,32,42,34.72
47.06621074676514,200.0,175.475,32,42,24.525000000000006
51.29014873504639,200.0,181.375,32,42,18.625
55.57710146903992,200.0,177.9975,32,42,22.002499999999998
59.881733894348145,200.0,185.89499999999998,32,42,14.105000000000018
64.16873359680176,200.0,181.7,32,42,18.30000000000001
68.42452716827393,200.0,171.65499999999997,32,42,28.345000000000027
72.74398851394653,200.0,170.075,32,42,29.92500000000001
77.01547360420227,200.0,175.4,32,42,24.599999999999994
81.25523519515991,200.0,177.74,32,42,22.25999999999999
85.51028943061829,200.0,173.7275,32,42,26.272500000000008
89.79774045944214,200.0,170.5625,32,42,29.4375
94.06977486610413,200.0,173.9,32,42,26.099999999999994
98.37431526184082,200.0,170.8475,32,42,29.152500000000003
102.69311022758484,200.0,176.58499999999998,32,42,23.41500000000002
106.96515417098999,200.0,175.0425,32,42,24.95750000000001
111.26830339431763,200.0,178.0875,32,42,21.912499999999994
115.52401494979858,200.0,175.1775,32,42,24.82249999999999
119.79576873779297,200.0,179.56,32,42,20.439999999999998
124.09931445121765,200.0,177.8725,32,42,22.127499999999998
time,target,feedback,amp,freq,error
4.135903835296631,200.0,-3.6774999999999998,4,6,203.6775
8.391143560409546,200.0,-2.5175000000000005,8,12,202.5175
12.695144653320312,200.0,0.4699999999999999,11,18,199.53
16.90250587463379,200.0,9.3375,14,24,190.6625
21.15796208381653,200.0,25.1525,17,30,174.8475
25.44554352760315,200.0,39.2625,20,36,160.7375
29.685624599456787,200.0,57.0175,22,42,142.98250000000002
33.97282528877258,200.0,78.6375,24,48,121.3625
38.18106150627136,200.0,100.7675,25,54,99.2325
42.42043137550354,200.0,111.53,26,60,88.47
46.70832800865173,200.0,132.52249999999998,27,60,67.47750000000002
51.01200032234192,200.0,139.15,28,60,60.849999999999994
55.20365023612976,200.0,152.2125,28,60,47.787499999999994
59.459545373916626,200.0,151.6375,28,60,48.36250000000001
63.73111033439636,200.0,151.4875,28,60,48.51249999999999
67.95480537414551,200.0,151.595,28,60,48.405
72.1628348827362,200.0,152.2225,28,60,47.7775
76.43373131752014,200.0,151.6575,28,60,48.3425
80.70607852935791,200.0,151.0675,28,60,48.932500000000005
85.04189777374268,200.0,151.39499999999998,28,60,48.60500000000002
89.34511733055115,200.0,152.35999999999999,28,60,47.640000000000015
93.61766815185547,200.0,151.78249999999997,28,60,48.21750000000003
97.8883056640625,200.0,151.375,28,60,48.625
102.22383856773376,200.0,150.93,28,60,49.06999999999999
106.46344900131226,200.0,151.70499999999998,28,60,48.295000000000016
110.73466753959656,200.0,152.365,28,60,47.63499999999999
115.07071900367737,200.0,150.925,28,60,49.07499999999999
119.34273600578308,200.0,150.73499999999999,28,60,49.265000000000015
123.56569051742554,200.0,151.35250000000002,28,60,48.64749999999998
time,target,feedback,amp,freq,error
4.1691365242004395,200.0,-3.725,6,12,203.725
8.488784790039062,200.0,-2.1774999999999998,12,24,202.1775
12.776883125305176,200.0,15.482499999999998,17,36,184.5175
17.049156665802002,200.0,40.9975,21,42,159.0025
21.35235595703125,200.0,72.1025,24,48,127.8975
25.59242272377014,200.0,101.42,26,54,98.58
29.847034215927124,200.0,122.9725,28,60,77.0275
34.103137493133545,200.0,152.81,29,60,47.19
38.34327411651611,200.0,165.015,30,60,34.985000000000014
42.59878849983215,200.0,177.58499999999998,30,60,22.41500000000002
46.83799624443054,200.0,178.2475,30,60,21.752499999999998
51.10969090461731,200.0,179.04749999999999,30,60,20.952500000000015
55.397032737731934,200.0,177.975,30,60,22.025000000000006
59.68500375747681,200.0,178.3925,30,60,21.607499999999987
63.972506523132324,200.0,178.82999999999998,30,60,21.170000000000016
68.2277238368988,200.0,179.17000000000002,30,60,20.829999999999984
72.49952006340027,200.0,177.38,30,60,22.620000000000005
76.78745150566101,200.0,177.98,30,60,22.02000000000001
81.02722811698914,200.0,179.01749999999998,30,60,20.982500000000016
85.31452488899231,200.0,178.7475,30,60,21.252499999999998
89.61833095550537,200.0,177.92,30,60,22.080000000000013
93.88984274864197,200.0,178.38000000000002,30,60,21.619999999999976
98.14486336708069,200.0,178.93249999999998,30,60,21.067500000000024
102.41739654541016,200.0,177.66749999999996,30,60,22.33250000000004
106.6574456691742,200.0,178.07999999999998,30,60,21.920000000000016
110.91312336921692,200.0,179.02249999999998,30,60,20.97750000000002
115.18494057655334,200.0,178.78000000000003,30,60,21.21999999999997
119.45667934417725,200.0,177.91500000000002,30,60,22.08499999999998
123.68021702766418,200.0,178.7,30,60,21.30000000000001
time,target,feedback,amp,freq,error
4.153980493545532,200.0,-3.525,8,12,203.525
8.4262216091156,200.0,1.2725,15,24,198.7275
12.681554317474365,200.0,29.680000000000007,21,30,170.32
16.969361305236816,200.0,67.015,26,36,132.985
21.224536657333374,200.0,98.39,30,42,101.61
25.512493133544922,200.0,155.64499999999998,31,42,44.35500000000002
29.78402876853943,200.0,163.02249999999998,32,42,36.97750000000002
34.02452039718628,200.0,182.045,32,42,17.955000000000013
38.311389207839966,200.0,176.83249999999998,32,42,23.167500000000018
42.599507331848145,200.0,171.22999999999996,33,42,28.77000000000004
46.88620400428772,200.0,194.175,33,42,5.824999999999989
51.1749792098999,200.0,188.5875,33,42,11.412499999999994
55.46234488487244,200.0,182.9625,33,42,17.037499999999994
59.74962377548218,200.0,205.64499999999998,32,42,-5.644999999999982
63.941444635391235,200.0,178.06,32,42,21.939999999999998
68.19719910621643,200.0,172.75499999999997,33,42,27.245000000000033
72.43803453445435,200.0,180.525,33,42,19.474999999999994
76.70792841911316,200.0,193.5075,33,42,6.492500000000007
81.01214742660522,200.0,190.42249999999999,33,42,9.577500000000015
85.25233316421509,200.0,186.2625,33,42,13.737500000000011
89.5711236000061,200.0,198.18,33,42,1.8199999999999932
93.82612895965576,200.0,186.405,33,42,13.594999999999999
98.0665111541748,200.0,201.155,33,42,-1.1550000000000011
102.37026929855347,200.0,190.6875,33,42,9.3125
106.62553262710571,200.0,192.23999999999998,33,42,7.760000000000019
110.92919611930847,200.0,194.09,33,42,5.909999999999997
115.20068717002869,200.0,191.3,33,42,8.699999999999989
119.45700287818909,200.0,183.4925,33,42,16.507499999999993
123.76046991348267,200.0,190.07999999999998,33,42,9.920000000000016
time,target,feedback,amp,freq,error
4.155805826187134,2000.0,-3.4924999999999997,150,150,2003.4925
8.442978620529175,2000.0,2614.5,98,72,-614.5
12.698928594589233,2000.0,1441.2724999999998,144,144,558.7275000000002
16.970627069473267,2000.0,2399.3275000000003,110,96,-399.3275000000003
21.29069495201111,2000.0,1562.7275000000002,147,150,437.2724999999998
25.561962127685547,2000.0,2419.5825,111,96,-419.5825
29.785186290740967,2000.0,1564.8274999999999,147,150,435.1725000000001
34.04151225090027,2000.0,2401.6775000000002,113,102,-401.67750000000024
38.36139750480652,2000.0,1590.475,147,150,409.5250000000001
42.6325798034668,2000.0,2384.835,114,102,-384.83500000000004
46.93660116195679,2000.0,1589.1,148,150,410.9000000000001
51.208234786987305,2000.0,2391.055,115,102,-391.05499999999984
55.512479066848755,2000.0,1609.8825000000002,147,150,390.11749999999984
59.767990827560425,2000.0,2377.6525,115,102,-377.65250000000015
64.05502390861511,2000.0,1608.2649999999999,148,150,391.7350000000001
68.31075596809387,2000.0,2394.2,114,102,-394.1999999999998
72.5990538597107,2000.0,1587.9600000000003,148,150,412.03999999999974
76.90259766578674,2000.0,2394.7050000000004,114,102,-394.7050000000004
81.15851974487305,2000.0,1587.7075,148,150,412.2925
85.46218419075012,2000.0,2394.82,114,102,-394.82000000000016
89.686443567276,2000.0,1586.175,148,150,413.82500000000005
